Image,Mask
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/18_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/18_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/18_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/18_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/18_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/18_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/18_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/18_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/18_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/18_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/18_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/18_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/18_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/18_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/18_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/18_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/18_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/18_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/19_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/19_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/19_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/19_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/19_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/19_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/19_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/19_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/19_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/19_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/19_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/19_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/19_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/19_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/19_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/19_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/19_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/19_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/19_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/19_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/20_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/20_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/20_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/20_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/20_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/20_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/20_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/20_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/20_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/20_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/20_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/20_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/20_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/20_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/20_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/20_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/20_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/20_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/20_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/20_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/21_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/21_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/21_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/21_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/21_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/21_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/21_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/21_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/21_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/21_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/21_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/21_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/21_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/21_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/21_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/21_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/21_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/21_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/21_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/21_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/22_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/22_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/22_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/22_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/22_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/22_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/22_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/22_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/22_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/22_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/22_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/22_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/22_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/22_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/22_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/22_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/22_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/22_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/22_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/22_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/23_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/23_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/23_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/23_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/23_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/23_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/23_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/23_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/23_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/23_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/23_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/23_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/23_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/23_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/23_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/23_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/23_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/23_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/23_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/23_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/24_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/24_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/24_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/24_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/24_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/24_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/24_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/24_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/24_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/24_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/24_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/24_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/24_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/24_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/24_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/24_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/24_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/24_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/24_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/24_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/25_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/25_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/25_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/25_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/25_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/25_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/25_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/25_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/25_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/25_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/25_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/25_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/25_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/25_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/25_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/25_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/25_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/25_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/25_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/25_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/26_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/26_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/26_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/26_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/26_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/26_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/26_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/26_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/26_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/26_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/26_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/26_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/26_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/26_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/26_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/26_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/26_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/26_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/26_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/26_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/27_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/27_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/27_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/27_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/27_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/27_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/27_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/27_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/27_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/27_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/27_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/27_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/27_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/27_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/27_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/27_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/27_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/27_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/27_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/27_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/28_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/28_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/28_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/28_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/28_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/28_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/28_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/28_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/28_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/28_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/28_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/28_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/28_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/28_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/28_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/28_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/28_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/28_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/28_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/28_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/29_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/29_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/29_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/29_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/29_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/29_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/29_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/29_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/29_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/29_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/29_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/29_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/29_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/29_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/29_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/29_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/29_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/29_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/29_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/29_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/30_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/30_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/30_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/30_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/30_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/30_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/30_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/30_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/30_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/30_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/30_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/30_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/30_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/30_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/30_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/30_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/30_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/30_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/30_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/30_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/31_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/31_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/31_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/31_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/31_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/31_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/31_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/31_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/31_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/31_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/31_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/31_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/31_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/31_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/31_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/31_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/31_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/31_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/31_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/31_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/32_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/32_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/32_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/32_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/32_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/32_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/32_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/32_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/32_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/32_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/32_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/32_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/32_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/32_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/32_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/32_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/32_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/32_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/32_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/32_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/33_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/33_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/33_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/33_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/33_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/33_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/33_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/33_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/33_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/33_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/33_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/33_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/33_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/33_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/33_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/33_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/33_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/33_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/33_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/33_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/34_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/34_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/34_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/34_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/34_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/34_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/34_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/34_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/34_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/34_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/34_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/34_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/34_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/34_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/34_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/34_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/34_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/34_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/34_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/34_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/35_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/35_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/35_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/35_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/35_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/35_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/35_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/35_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/35_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/35_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/35_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/35_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/35_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/35_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/35_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/35_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/35_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/35_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/35_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/35_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/36_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/36_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/36_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/36_2.npy
